Ward,Neighbourhood Number,Neighbourhood Name,Age Range,Population
Ward 11,6670,Sakaw,0-4,183
Ward 7,2550,Montrose,25-29,185
Ward 4,4022,Anthony Henday Clareview,45-49,0
Ward 4,2350,Homesteader,15-19,218
Ward 9,5401,River Valley Fort Edmonton,25-29,0
Ward 3,2700,Schonsee,5-9,312
Ward 8,6350,Kenilworth,25-29,139
Ward 2,3410,Sherbrooke,35-39,204
Ward 9,5456,Heritage Valley Area,55-59,0
Ward 2,3111,Griesbach,60-64,216
Ward 10,5260,Lansdowne,70-74,48
Ward 12,6444,Laurel,80-84,30
Ward 9,5300,Ogilvie Ridge,80-84,24
Ward 2,3480,Hudson,50-54,176
Ward 12,6444,Laurel,25-29,993
Ward 2,3470,Carlton,35-39,417
Ward 5,3382,River Valley Laurier,25-29,0
Ward 5,4270,Lymburn,25-29,350
Ward 7,1120,Edmonton Northlands,40-44,0
Ward 5,4461,The Hamptons,5-9,1002
Ward 11,6480,Michaels Park,65-69,143
Ward 8,6550,Ottewell,25-29,321
Ward 10,5400,River Valley Whitemud,15-19,0
Ward 12,6211,Ellerslie,35-39,534
Ward 2,3150,Cumberland,55-59,389
Ward 10,5320,Pleasantview,70-74,135
Ward 11,6160,Davies Industrial East,10-14,0
Ward 2,4023,Anthony Henday Rampart,0-4,0
Ward 2,1170,Prince Rupert,80-84,15
Ward 1,4500,Sherwood,Prefer Not to Answer,365
Ward 5,4469,River's Edge,65-69,0
Ward 5,4160,Gariepy,15-19,107
Ward 3,3120,Chambery,45-49,250
Ward 3,3030,Baturyn,40-44,287
Ward 2,3160,Dominion Industrial,50-54,0
Ward 3,2260,Evansdale,50-54,237
Ward 7,2060,Bellevue,25-29,49
Ward 7,2230,Delwood,60-64,186
Ward 12,6663,Decoteau,25-29,3
Ward 9,5230,Henderson Estates,85+,38
Ward 1,4030,Armstrong Industrial,5-9,0
Ward 11,6010,Argyll,75-79,19
Ward 8,6350,Kenilworth,0-4,104
Ward 11,6250,Gainer Industrial,45-49,0
Ward 5,4270,Lymburn,65-69,297
Ward 2,3290,McArthur Industrial,75-79,0
Ward 1,4020,Aldergrove,80-84,53
Ward 12,6445,Aster,65-69,0
Ward 6,1220,Rossdale,60-64,86
Ward 11,6420,Maple Ridge Industrial,5-9,0
Ward 1,4590,West Meadowlark Park,30-34,195
Ward 11,6190,Edmonton Research and Development Park,40-44,0
Ward 10,5550,Whitemud Creek Ravine North,55-59,0
Ward 2,4170,Garside Industrial,65-69,0
Ward 10,5451,Richford,45-49,43
Ward 1,4500,Sherwood,10-14,62
Ward 9,5469,Paisley,30-34,257
Ward 10,5050,Blackmud Creek Ravine,60-64,0
Ward 1,3140,Crestwood,70-74,110
Ward 5,4720,Glastonbury,70-74,148
Ward 5,4560,Thorncliff,65-69,120
Ward 2,3010,Athlone,35-39,204
Ward 10,5160,Duggan,35-39,288
Ward 11,6590,Pylypow Industrial,20-24,0
Ward 10,5457,Callaghan,5-9,281
Ward 3,2241,Eaux Claires,5-9,163
Ward 7,2660,Rundle Heights,20-24,155
Ward 11,6680,Satoo,15-19,183
Ward 4,2145,Clareview Town Centre,70-74,45
Ward 4,2080,Belvedere,35-39,310
Ward 4,2320,Hairsine,30-34,169
Ward 7,1010,Alberta Avenue,10-14,204
Ward 12,6663,Decoteau,0-4,1
Ward 4,2390,Kernohan,30-34,191
Ward 12,6150,Daly Grove,50-54,180
Ward 2,3020,Baranow,20-24,115
Ward 11,6170,Davies Industrial West,60-64,0
Ward 10,5400,River Valley Whitemud,60-64,0
Ward 1,4130,Edmiston Industrial,10-14,0
Ward 2,3260,Lauderdale,30-34,176
Ward 11,6370,Kiniski Gardens,15-19,336
Ward 8,6630,River Valley Riverside,50-54,0
Ward 5,4440,River Valley Lessard North,55-59,0
Ward 9,5477,Mactaggart,15-19,219
Ward 12,6580,Pollard Meadows,0-4,224
Ward 11,6340,Kameyosek,10-14,188
Ward 11,6492,Mill Creek Ravine South,75-79,0
Ward 1,4474,Starling,30-34,213
Ward 12,6661,Charlesworth,55-59,238
Ward 2,1111,Blatchford Area,10-14,0
Ward 12,6214,Ellerslie Industrial,Prefer Not to Answer,0
Ward 10,5470,Steinhauer,Prefer Not to Answer,147
Ward 1,4620,Westview Village,60-64,170
Ward 11,6250,Gainer Industrial,35-39,0
Ward 10,4024,Anthony Henday South Blackburne,Prefer Not to Answer,0
Ward 11,6650,Rosedale Industrial,30-34,0
Ward 3,3190,Elsinore,Prefer Not to Answer,186
Ward 11,6290,Hazeldean,40-44,152
Ward 3,2462,Crystallina Nera East,0-4,0
Ward 11,6410,Maple Ridge,10-14,76
Ward 11,6370,Kiniski Gardens,85+,29
Ward 4,2340,Hollick-Kenyon,75-79,84
Ward 10,5260,Lansdowne,25-29,83
Ward 5,4012,Anthony Henday South West,25-29,0
Ward 1,4230,Jasper Park,25-29,102
Ward 11,6600,Richfield,60-64,143
Ward 8,6710,Strathearn,40-44,159
Ward 5,4440,River Valley Lessard North,30-34,0
Ward 9,5080,Brander Gardens,25-29,154
Ward 9,4013,Anthony Henday Terwillegar,20-24,0
Ward 2,3050,Brown Industrial,65-69,0
Ward 12,6665,Anthony Henday South East,85+,0
Ward 11,6100,Coronet Industrial,85+,0
Ward 12,6530,Minchau,50-54,171
Ward 3,4017,Anthony Henday Lake District,20-24,0
Ward 9,5190,Falconer Heights,85+,141
Ward 10,5250,Keheewin,20-24,151
Ward 8,6620,River Valley Gold Bar,20-24,0
Ward 1,4590,West Meadowlark Park,35-39,250
Ward 11,6160,Davies Industrial East,5-9,0
Ward 5,4466,Cameron Heights,10-14,181
Ward 7,1130,Elmwood Park,60-64,63
Ward 9,5579,Glenridding Ravine,85+,0
Ward 1,4700,Breckenridge Greens,65-69,93
Ward 5,4560,Thorncliff,Prefer Not to Answer,317
Ward 2,3070,Calder,10-14,162
Ward 4,2380,Kennedale Industrial,50-54,0
Ward 9,5610,Haddow,25-29,187
Ward 10,5400,River Valley Whitemud,20-24,0
Ward 1,4310,Meadowlark Park,50-54,154
Ward 5,4464,The Uplands,Prefer Not to Answer,28
Ward 5,4012,Anthony Henday South West,35-39,0
Ward 4,2160,Clover Bar Area,0-4,0
Ward 11,6640,Roper Industrial,15-19,0
Ward 11,6560,Papaschase Industrial,80-84,0
Ward 8,6180,Eastgate Business Park,10-14,0
Ward 2,1230,Spruce Avenue,5-9,60
Ward 2,3160,Dominion Industrial,5-9,0
Ward 7,2660,Rundle Heights,5-9,233
Ward 6,1030,Central McDougall,60-64,178
Ward 3,2260,Evansdale,Prefer Not to Answer,1315
Ward 8,6620,River Valley Gold Bar,50-54,0
Ward 3,3180,Dunluce,70-74,248
Ward 8,6070,Cloverdale,Prefer Not to Answer,120
Ward 11,6010,Argyll,0-4,34
Ward 10,5030,Bearspaw,60-64,195
Ward 1,4490,Sheffield Industrial,30-34,0
Ward 12,6660,Rural South East,70-74,0
Ward 2,3160,Dominion Industrial,75-79,0
Ward 6,1210,Riverdale,70-74,98
Ward 2,3070,Calder,45-49,201
Ward 10,5451,Richford,40-44,27
Ward 11,6610,Ritchie,45-49,174
Ward 4,2390,Kernohan,25-29,156
Ward 12,6661,Charlesworth,40-44,478
Ward 2,3450,Woodcroft,40-44,152
Ward 7,1080,Delton,20-24,107
Ward 1,4750,Rosenthal,80-84,8
Ward 2,1250,Westwood,55-59,140
Ward 4,2320,Hairsine,80-84,17
Ward 6,1220,Rossdale,75-79,5
Ward 8,6310,Holyrood,80-84,64
Ward 7,1080,Delton,65-69,85
Ward 2,3470,Carlton,20-24,201
Ward 1,4090,Canora,25-29,219
Ward 2,3320,Oxford,75-79,90
Ward 4,4021,Anthony Henday Horse Hill,0-4,0
Ward 10,5120,Calgary Trail South,85+,0
Ward 9,5642,South Terwillegar,5-9,767
Ward 10,5030,Bearspaw,30-34,119
Ward 10,5270,Lendrum Place,40-44,82
Ward 1,4477,Kinglet Gardens,65-69,13
Ward 9,4014,Anthony Henday South,Prefer Not to Answer,0
Ward 10,5070,Blue Quill Estates,20-24,64
Ward 3,2600,Ozerna,Prefer Not to Answer,119
Ward 4,2710,Sifton Park,25-29,129
Ward 7,2560,Newton,85+,65
Ward 5,3382,River Valley Laurier,40-44,0
Ward 11,6020,Avonmore,35-39,159
Ward 6,1200,River Valley Victoria,35-39,0
Ward 1,4477,Kinglet Gardens,60-64,6
Ward 1,4487,Secord,15-19,280
Ward 12,6770,Weinlos,60-64,256
Ward 1,4410,Poundmaker Industrial,45-49,0
Ward 11,6470,Meyonohk,85+,27
Ward 9,5575,Windermere Area,5-9,0
Ward 1,4490,Sheffield Industrial,75-79,0
Ward 1,4487,Secord,45-49,361
Ward 3,2511,Mayliewan,20-24,296
Ward 10,5590,Blackburne,70-74,101
Ward 4,2430,Kirkness,30-34,338
Ward 6,1140,McCauley,Prefer Not to Answer,1938
Ward 10,5451,Richford,55-59,61
Ward 11,6200,Ekota,80-84,22
Ward 4,2710,Sifton Park,35-39,140
Ward 9,5456,Heritage Valley Area,20-24,0
Ward 1,4471,Trumpeter Area,75-79,2
Ward 7,1120,Edmonton Northlands,45-49,0
Ward 4,2270,Evergreen,45-49,85
Ward 12,6214,Ellerslie Industrial,35-39,0
Ward 10,5030,Bearspaw,45-49,98
Ward 10,5060,Blue Quill,5-9,288
Ward 4,2681,Edmonton Energy And Technology Park,10-14,9
Ward 6,1220,Rossdale,70-74,45
Ward 11,6020,Avonmore,75-79,48
Ward 9,5230,Henderson Estates,35-39,81
Ward 1,4600,West Sheffield Industrial,50-54,0
Ward 8,5040,Belgravia,75-79,71
Ward 2,3070,Calder,35-39,237
Ward 3,3120,Chambery,75-79,15
Ward 5,4469,River's Edge,55-59,0
Ward 5,4220,Jamieson Place,25-29,220
Ward 10,5160,Duggan,20-24,258
Ward 10,5030,Bearspaw,80-84,76
Ward 7,2040,Beacon Heights,85+,63
Ward 10,5467,Cavanagh,30-34,134
Ward 3,3370,Rapperswill,Prefer Not to Answer,71
Ward 2,4170,Garside Industrial,80-84,0
Ward 11,6100,Coronet Industrial,75-79,0
Ward 7,2400,Kildare,25-29,168
Ward 5,4461,The Hamptons,55-59,571
Ward 7,2550,Montrose,Prefer Not to Answer,719
Ward 1,4471,Trumpeter Area,50-54,81
Ward 6,1210,Riverdale,5-9,89
Ward 9,5476,Magrath Heights,15-19,241
Ward 2,3220,Hagmann Estate Industrial,25-29,0
Ward 1,4310,Meadowlark Park,55-59,191
Ward 1,4640,Wilson Industrial,10-14,0
Ward 9,5565,Whitemud Creek Ravine Twin Brooks,80-84,0
Ward 8,5520,University of Alberta,85+,0
Ward 10,5010,Allendale,30-34,274
Ward 1,4510,Stone Industrial,70-74,0
Ward 8,5480,Strathcona,45-49,424
Ward 8,5200,Garneau,10-14,74
Ward 1,4090,Canora,70-74,88
Ward 3,2700,Schonsee,70-74,101
Ward 10,5511,Twin Brooks,10-14,261
Ward 4,4022,Anthony Henday Clareview,5-9,0
Ward 8,5330,Queen Alexandra,Prefer Not to Answer,1387
Ward 12,6530,Minchau,0-4,137
Ward 10,5070,Blue Quill Estates,50-54,73
Ward 10,5470,Steinhauer,40-44,103
Ward 8,5370,River Valley Mayfair,Prefer Not to Answer,0
Ward 9,5452,MacEwan,5-9,345
Ward 3,2050,Belle Rive,50-54,267
Ward 9,5462,Chappelle Area,60-64,143
Ward 1,4530,Sunwapta Industrial,20-24,0
Ward 2,3290,McArthur Industrial,70-74,0
Ward 6,1140,McCauley,15-19,97
Ward 10,5460,Skyrattler,0-4,71
Ward 12,6770,Weinlos,20-24,220
Ward 12,6213,Summerside,35-39,1708
Ward 12,6445,Aster,75-79,0
Ward 5,4461,The Hamptons,80-84,47
Ward 11,6020,Avonmore,Prefer Not to Answer,156
Ward 5,4110,Dechene,5-9,74
Ward 10,5470,Steinhauer,75-79,84
Ward 8,6730,Terrace Heights,50-54,145
Ward 6,3200,Glenora,45-49,216
Ward 10,5458,Allard,20-24,339
Ward 1,4750,Rosenthal,20-24,181
Ward 7,1010,Alberta Avenue,60-64,353
Ward 12,6660,Rural South East,50-54,0
Ward 12,6445,Aster,80-84,0
Ward 11,6190,Edmonton Research and Development Park,25-29,0
Ward 1,4485,Lewis Farms Industrial,10-14,4
Ward 8,6230,Forest Heights,80-84,92
Ward 10,5050,Blackmud Creek Ravine,40-44,0
Ward 5,4140,Elmwood,45-49,137
Ward 7,1120,Edmonton Northlands,10-14,0
Ward 6,3200,Glenora,35-39,185
Ward 9,5640,Terwillegar Towne,65-69,168
Ward 9,5570,Windermere,Prefer Not to Answer,988
Ward 10,4024,Anthony Henday South Blackburne,35-39,0
Ward 10,5210,Grandview Heights,20-24,61
Ward 9,8888,Edmonton South West,40-44,12
Ward 4,2500,Matt Berry,80-84,58
Ward 11,6590,Pylypow Industrial,30-34,0
Ward 5,4451,River Valley Oleskiw,75-79,0
Ward 12,6770,Weinlos,30-34,236
Ward 11,6260,Girard Industrial,65-69,0
Ward 1,4620,Westview Village,45-49,105
Ward 9,5401,River Valley Fort Edmonton,60-64,0
Ward 5,4720,Glastonbury,85+,51
Ward 11,6300,Hillview,85+,29
Ward 1,4640,Wilson Industrial,15-19,0
Ward 5,4468,Stillwater,30-34,32
Ward 4,2500,Matt Berry,65-69,228
Ward 11,6670,Sakaw,40-44,234
Ward 10,5160,Duggan,30-34,326
Ward 10,5458,Allard,35-39,784
Ward 9,5405,River Valley Windermere,5-9,0
Ward 1,4510,Stone Industrial,85+,0
Ward 1,4180,Glenwood,35-39,297
Ward 9,5463,Desrochers Area,40-44,73
Ward 5,4570,Wedgewood Heights,85+,16
Ward 11,6410,Maple Ridge,30-34,86
Ward 12,6662,Walker,45-49,647
Ward 12,6442,Silver Berry,55-59,406
Ward 12,6444,Laurel,45-49,702
Ward 11,6480,Michaels Park,10-14,119
Ward 4,2541,Miller,40-44,226
Ward 11,6260,Girard Industrial,40-44,0
Ward 9,4014,Anthony Henday South,45-49,0
Ward 10,5310,Parkallen,0-4,73
Ward 10,8887,Edmonton South Central,0-4,0
Ward 11,6570,Parsons Industrial,50-54,0
Ward 1,4510,Stone Industrial,60-64,0
Ward 11,6110,CPR Irvine,70-74,2
Ward 11,6640,Roper Industrial,55-59,0
Ward 8,5390,River Valley Walterdale,80-84,0
Ward 11,6090,Coronet Addition Industrial,70-74,0
Ward 8,6710,Strathearn,85+,35
Ward 3,2462,Crystallina Nera East,20-24,0
Ward 1,4011,Anthony Henday,45-49,0
Ward 8,5330,Queen Alexandra,45-49,192
Ward 7,2550,Montrose,85+,30
Ward 3,2050,Belle Rive,5-9,168
Ward 12,6660,Rural South East,20-24,0
Ward 7,2330,Highlands,70-74,142
Ward 2,3230,Huff Bremner Estate Industrial,60-64,0
Ward 8,5520,University of Alberta,75-79,0
Ward 10,5530,University of Alberta Farm,0-4,0
Ward 3,3370,Rapperswill,85+,4
Ward 1,4485,Lewis Farms Industrial,20-24,0
Ward 11,6480,Michaels Park,50-54,128
Ward 11,6260,Girard Industrial,45-49,0
Ward 1,4350,Norwester Industrial,5-9,0
Ward 7,2360,Industrial Heights,15-19,0
Ward 3,2410,Kilkenny,20-24,330
Ward 11,6300,Hillview,40-44,201
Ward 1,4730,Suder Greens,25-29,181
Ward 8,6061,Capilano,40-44,145
Ward 4,2630,River Valley Hermitage,55-59,0
Ward 1,4590,West Meadowlark Park,70-74,79
Ward 7,2560,Newton,20-24,135
Ward 9,5578,Glenridding Heights,75-79,8
Ward 11,6680,Satoo,85+,36
Ward 1,4475,Kinokamau Plains Area,60-64,10
Ward 5,4160,Gariepy,65-69,145
Ward 10,5511,Twin Brooks,75-79,172
Ward 10,5467,Cavanagh,35-39,109
Ward 12,6214,Ellerslie Industrial,85+,0
Ward 7,1130,Elmwood Park,45-49,54
Ward 11,6010,Argyll,35-39,54
Ward 3,3190,Elsinore,65-69,161
Ward 11,6510,Mill Woods Park,65-69,0
Ward 5,4140,Elmwood,15-19,157
Ward 10,5458,Allard,70-74,82
Ward 3,3040,Beaumaris,85+,158
Ward 3,4016,Anthony Henday Castledowns,50-54,0
Ward 6,1140,McCauley,35-39,202
Ward 11,6160,Davies Industrial East,55-59,0
Ward 12,6442,Silver Berry,45-49,572
Ward 1,4486,Stewart Greens,60-64,23
Ward 11,6470,Meyonohk,15-19,168
Ward 7,2010,Abbottsfield,60-64,53
Ward 2,3170,Dovercourt,85+,35
Ward 9,5230,Henderson Estates,50-54,134
Ward 2,3111,Griesbach,15-19,256
Ward 9,5100,Bulyea Heights,10-14,192
Ward 9,5300,Ogilvie Ridge,15-19,57
Ward 12,6661,Charlesworth,20-24,318
Ward 8,5580,Windsor Park,45-49,71
Ward 1,4750,Rosenthal,70-74,50
Ward 3,3490,Goodridge Corners,30-34,0
Ward 5,4467,River Valley Cameron,10-14,0
Ward 5,4270,Lymburn,80-84,49
Ward 4,2080,Belvedere,5-9,238
Ward 1,4340,Morin Industrial,60-64,0
Ward 11,6360,King Edward Park,30-34,500
Ward 10,5220,Greenfield,10-14,187
Ward 8,5370,River Valley Mayfair,75-79,0
Ward 4,2430,Kirkness,85+,14
Ward 2,3230,Huff Bremner Estate Industrial,80-84,0
Ward 8,6491,Mill Creek Ravine North,55-59,0
Ward 2,4320,Mistatim Industrial,45-49,0
Ward 9,5452,MacEwan,40-44,449
Ward 4,4022,Anthony Henday Clareview,40-44,0
Ward 8,5330,Queen Alexandra,65-69,160
Ward 12,6150,Daly Grove,0-4,170
Ward 1,4670,Winterburn Industrial Area West,45-49,0
Ward 2,3220,Hagmann Estate Industrial,20-24,0
Ward 9,5578,Glenridding Heights,5-9,304
Ward 8,5520,University of Alberta,35-39,0
Ward 10,5590,Blackburne,55-59,122
Ward 10,5060,Blue Quill,60-64,199
Ward 9,5505,Ambleside,55-59,213
Ward 12,6661,Charlesworth,Prefer Not to Answer,1150
Ward 4,2145,Clareview Town Centre,Prefer Not to Answer,372
Ward 7,2400,Kildare,60-64,112
Ward 12,6216,The Orchards At Ellerslie,40-44,331
Ward 5,3270,Laurier Heights,75-79,81
Ward 1,4520,Summerlea,75-79,47
Ward 12,6530,Minchau,85+,19
Ward 2,3390,Rosslyn,0-4,113
Ward 2,3070,Calder,70-74,98
Ward 10,8887,Edmonton South Central,70-74,5
Ward 2,1280,Yellowhead Corridor West,20-24,0
Ward 4,2671,Marquis,85+,3
Ward 1,4340,Morin Industrial,25-29,0
Ward 5,4610,Westridge,25-29,41
Ward 4,2430,Kirkness,60-64,234
Ward 3,3190,Elsinore,70-74,130
Ward 11,6480,Michaels Park,75-79,52
Ward 5,4463,Riverview Area,80-84,3
Ward 5,3382,River Valley Laurier,15-19,0
Ward 7,2060,Bellevue,50-54,72
Ward 5,4110,Dechene,10-14,73
Ward 11,6780,Weir Industrial,60-64,0
Ward 1,4060,Britannia Youngstown,50-54,288
Ward 10,8887,Edmonton South Central,65-69,9
Ward 1,4290,Mayfield,15-19,74
Ward 6,3300,McQueen,10-14,73
Ward 6,3200,Glenora,Prefer Not to Answer,255
Ward 9,5350,Rhatigan Ridge,60-64,267
Ward 1,4600,West Sheffield Industrial,85+,0
Ward 2,3410,Sherbrooke,85+,36
Ward 3,2463,Crystallina Nera West,35-39,315
Ward 10,5460,Skyrattler,30-34,217
Ward 6,3300,McQueen,30-34,107
Ward 10,5010,Allendale,5-9,92
Ward 10,5466,Cashman,35-39,0
Ward 5,4220,Jamieson Place,75-79,70
Ward 7,2580,Northmount,0-4,124
Ward 5,4463,Riverview Area,25-29,20
Ward 9,5620,Hodgson,0-4,79
Ward 11,6370,Kiniski Gardens,30-34,423
Ward 2,1230,Spruce Avenue,40-44,102
Ward 9,5468,Graydon Hill,25-29,86
Ward 1,4530,Sunwapta Industrial,80-84,0
Ward 3,4017,Anthony Henday Lake District,Prefer Not to Answer,0
Ward 8,6240,Fulton Place,Prefer Not to Answer,146
Ward 12,6150,Daly Grove,10-14,219
Ward 8,5200,Garneau,Prefer Not to Answer,1433
Ward 7,1190,River Valley Kinnaird,45-49,0
Ward 9,5090,Brookside,55-59,104
Ward 1,4300,McNamara Industrial,20-24,0
Ward 11,6750,Tipaskan,45-49,176
Ward 7,2040,Beacon Heights,25-29,160
Ward 2,3320,Oxford,55-59,276
Ward 12,6216,The Orchards At Ellerslie,85+,1
Ward 11,6280,Greenview,5-9,165
Ward 7,1160,Parkdale,60-64,205
Ward 1,4710,Potter Greens,5-9,48
Ward 8,5290,McKernan,40-44,140
Ward 10,5170,Empire Park,30-34,461
Ward 10,5530,University of Alberta Farm,10-14,0
Ward 11,6480,Michaels Park,5-9,101
Ward 5,4390,Patricia Heights,40-44,115
Ward 1,4011,Anthony Henday,Prefer Not to Answer,0
Ward 2,3090,Carlisle,50-54,209
Ward 12,6214,Ellerslie Industrial,50-54,0
Ward 9,5090,Brookside,75-79,67
Ward 12,6580,Pollard Meadows,65-69,212
Ward 5,4120,Donsdale,85+,20
Ward 2,1170,Prince Rupert,60-64,91
Ward 4,2690,Rural North East South Sturgeon,10-14,49
Ward 9,5190,Falconer Heights,35-39,58
Ward 10,5511,Twin Brooks,15-19,357
Ward 1,4740,Webber Greens,5-9,260
Ward 12,6663,Decoteau,50-54,4
Ward 1,4590,West Meadowlark Park,80-84,58
Ward 3,4016,Anthony Henday Castledowns,30-34,0
Ward 11,6540,Morris Industrial,85+,0
Ward 1,4490,Sheffield Industrial,85+,0
Ward 1,4310,Meadowlark Park,5-9,135
Ward 9,5464,Heritage Valley Town Centre Area,40-44,39
Ward 6,1200,River Valley Victoria,65-69,0
Ward 9,5610,Haddow,65-69,213
Ward 4,2590,Overlanders,65-69,124
Ward 10,5210,Grandview Heights,85+,31
Ward 9,5405,River Valley Windermere,Prefer Not to Answer,0
Ward 8,6310,Holyrood,35-39,202
Ward 10,5453,Blackmud Creek,10-14,183
Ward 7,2360,Industrial Heights,10-14,0
Ward 11,6290,Hazeldean,45-49,139
Ward 9,5464,Heritage Valley Town Centre Area,80-84,2
Ward 6,3310,North Glenora,25-29,127
Ward 3,2410,Kilkenny,45-49,284
Ward 1,4630,White Industrial,50-54,0
Ward 3,2440,Klarvatten,80-84,32
Ward 12,6390,Larkspur,55-59,403
Ward 9,5640,Terwillegar Towne,10-14,528
Ward 1,4011,Anthony Henday,30-34,0
Ward 11,6450,Menisa,40-44,113
Ward 5,3270,Laurier Heights,30-34,98
Ward 1,4510,Stone Industrial,0-4,0
Ward 4,2690,Rural North East South Sturgeon,25-29,30
Ward 9,5468,Graydon Hill,35-39,66
Ward 7,2010,Abbottsfield,30-34,128
Ward 2,1250,Westwood,25-29,228
Ward 5,4390,Patricia Heights,50-54,85
Ward 6,1140,McCauley,10-14,84
Ward 11,6260,Girard Industrial,50-54,0
Ward 5,4270,Lymburn,Prefer Not to Answer,489
Ward 7,2640,River Valley Highlands,0-4,0
Ward 11,6560,Papaschase Industrial,45-49,0
Ward 1,4474,Starling,65-69,33
Ward 11,6430,McIntyre Industrial,80-84,0
Ward 7,2230,Delwood,35-39,188
Ward 1,4290,Mayfield,50-54,115
Ward 1,4020,Aldergrove,15-19,308
Ward 1,4710,Potter Greens,35-39,45
Ward 11,6680,Satoo,Prefer Not to Answer,190
Ward 1,4487,Secord,55-59,201
Ward 7,2330,Highlands,5-9,118
Ward 10,5430,Royal Gardens,50-54,221
Ward 2,3390,Rosslyn,30-34,191
Ward 5,4464,The Uplands,50-54,6
Ward 2,3090,Carlisle,55-59,252
Ward 12,6441,Maple,60-64,71
Ward 12,6442,Silver Berry,75-79,90
Ward 5,4440,River Valley Lessard North,20-24,0
Ward 8,6310,Holyrood,65-69,166
Ward 8,6380,Lambton Industrial,85+,0
Ward 1,4750,Rosenthal,Prefer Not to Answer,238
Ward 4,2130,Casselman,65-69,159
Ward 1,4620,Westview Village,70-74,108
Ward 8,5390,River Valley Walterdale,75-79,0
Ward 7,2640,River Valley Highlands,40-44,0
Ward 8,6061,Capilano,20-24,149
Ward 2,4023,Anthony Henday Rampart,70-74,0
Ward 8,6620,River Valley Gold Bar,75-79,0
Ward 9,5190,Falconer Heights,30-34,58
Ward 11,6300,Hillview,80-84,46
Ward 11,6340,Kameyosek,20-24,122
Ward 10,5466,Cashman,85+,0
Ward 10,5270,Lendrum Place,55-59,137
Ward 11,6590,Pylypow Industrial,85+,0
Ward 7,2400,Kildare,Prefer Not to Answer,424
Ward 5,4280,Lynnwood,55-59,207
Ward 11,6340,Kameyosek,40-44,161
Ward 12,8886,Edmonton South East,80-84,0
Ward 12,6140,Crawford Plains,0-4,187
Ward 7,1270,Yellowhead Corridor East,55-59,0
Ward 4,4019,Anthony Henday Energy Park,10-14,0
Ward 6,3440,Westmount,65-69,270
Ward 5,4110,Dechene,60-64,201
Ward 10,5250,Keheewin,85+,97
Ward 5,4080,Callingwood South,0-4,355
Ward 3,2600,Ozerna,60-64,326
Ward 4,4021,Anthony Henday Horse Hill,55-59,0
Ward 12,6150,Daly Grove,80-84,22
Ward 12,6216,The Orchards At Ellerslie,20-24,156
Ward 6,1220,Rossdale,35-39,64
Ward 10,5458,Allard,Prefer Not to Answer,552
Ward 7,1270,Yellowhead Corridor East,45-49,0
Ward 8,6630,River Valley Riverside,45-49,0
Ward 7,2420,Killarney,Prefer Not to Answer,484
Ward 11,6450,Menisa,0-4,92
Ward 7,2360,Industrial Heights,25-29,0
Ward 1,4011,Anthony Henday,15-19,0
Ward 5,4440,River Valley Lessard North,25-29,0
Ward 2,4330,Mitchell Industrial,40-44,0
Ward 7,1270,Yellowhead Corridor East,10-14,0
Ward 11,6330,Jackson Heights,80-84,49
Ward 1,4020,Aldergrove,35-39,342
Ward 10,5320,Pleasantview,50-54,209
Ward 9,4014,Anthony Henday South,5-9,0
Ward 1,3330,Parkview,35-39,236
Ward 9,5570,Windermere,0-4,829
Ward 4,2590,Overlanders,35-39,209
Ward 1,4100,Carleton Square Industrial,55-59,0
Ward 2,3430,Wellington,30-34,225
Ward 2,4330,Mitchell Industrial,15-19,0
Ward 2,4023,Anthony Henday Rampart,85+,0
Ward 7,1100,Eastwood,20-24,185
Ward 10,5451,Richford,50-54,41
Ward 6,3210,Grovenor,75-79,64
Ward 2,3340,Pembina,75-79,14
Ward 10,5453,Blackmud Creek,15-19,187
Ward 4,2671,Marquis,35-39,1
Ward 11,6670,Sakaw,65-69,221
Ward 12,6140,Crawford Plains,20-24,286
Ward 4,2145,Clareview Town Centre,55-59,162
Ward 11,6560,Papaschase Industrial,60-64,0
Ward 1,4750,Rosenthal,65-69,86
Ward 10,5070,Blue Quill Estates,Prefer Not to Answer,87
Ward 9,5401,River Valley Fort Edmonton,75-79,0
Ward 11,6250,Gainer Industrial,Prefer Not to Answer,0
Ward 7,1080,Delton,5-9,92
Ward 8,5580,Windsor Park,0-4,29
Ward 10,5250,Keheewin,55-59,209
Ward 4,2070,Belmont,70-74,203
Ward 11,6760,Tweddle Place,20-24,158
Ward 10,5270,Lendrum Place,60-64,107
Ward 1,4230,Jasper Park,65-69,77
Ward 9,5505,Ambleside,70-74,124
Ward 9,5620,Hodgson,40-44,163
Ward 1,4540,Terra Losa,65-69,134
Ward 10,5460,Skyrattler,85+,16
Ward 1,4640,Wilson Industrial,70-74,0
Ward 4,2350,Homesteader,60-64,173
Ward 7,2090,Bergman,85+,21
Ward 2,3470,Carlton,0-4,333
Ward 10,5560,Whitemud Creek Ravine South,70-74,0
Ward 1,4630,White Industrial,85+,0
Ward 10,5180,Ermineskin,75-79,206
Ward 1,4475,Kinokamau Plains Area,55-59,10
Ward 9,5405,River Valley Windermere,20-24,0
Ward 2,3350,Prince Charles,70-74,34
Ward 11,6260,Girard Industrial,10-14,0
Ward 1,4474,Starling,75-79,8
Ward 4,2130,Casselman,Prefer Not to Answer,385
Ward 10,5540,Westbrook Estates,25-29,61
